,owner_id,owner_username,owner_verified,owner_picture,comment,replies
0,469220832,murillommoura,False,https://scontent-gru2-2.cdninstagram.com/v/t51.2885-19/s150x150/89940716_198602018063215_2270400191762792448_n.jpg?_nc_ht=scontent-gru2-2.cdninstagram.com&_nc_ohc=xsczX0wAn-cAX_FicM4&tp=1&oh=9b7763821b56418a668a3c28a0afd5d7&oe=6009526F,"O auxílio foi ótimo, mas apenas remediou o problema. Queremos a solução: a vacina em janeiro. E aí presidente!?!?",0
1,31555651554,vvrubim,False,https://scontent-maa2-2.cdninstagram.com/v/t51.2885-19/44884218_345707102882519_2446069589734326272_n.jpg?_nc_ht=scontent-maa2-2.cdninstagram.com&_nc_ohc=L111VlxDSxEAX9f8ZKp&oh=98c0d4d2c020f883556b0b72542d5145&oe=6008E38F&ig_cache_key=YW5vbnltb3VzX3Byb2ZpbGVfcGlj.2,"E M O C I O N E I . . . 😢
👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻",0
2,2037677608,masebastiana,False,https://scontent-gru2-2.cdninstagram.com/v/t51.2885-19/s150x150/118291472_661117474505938_8332934845672383017_n.jpg?_nc_ht=scontent-gru2-2.cdninstagram.com&_nc_ohc=6-J5MmOMbUQAX9dUUR9&tp=1&oh=3e31534729392f1733bcb3d8cf6c6a77&oe=6008A143,"Acho que a Caixa, deveria fazer um cruzamento com a Receita Federal. Talvez evitasse que tanta gente sem direito tivesse acesso a esta ajuda. 🇧🇷🇧🇷🇧🇷",0
3,8687795823,drklebera.rodrigues,False,https://scontent-gru2-2.cdninstagram.com/v/t51.2885-19/s150x150/68875642_2502684883125960_1625065747627638784_n.jpg?_nc_ht=scontent-gru2-2.cdninstagram.com&_nc_ohc=lKJu3jUBzfwAX8TX2Q6&tp=1&oh=97af8654630a61b968f35a5238352ebc&oe=6008BCF5,"Acho que ja se passou da hora do brasileiro deixar de ser preguiçoso, inertico e começar a se mexer pra defender seu emprego! Que pandemia que nada! Trabalho no samu e ate os pacientes comuns sumiram! Avante meu povo! A doença existe mas nao é o tufao que venderam nao! Venderam tufao e entregaram uma brisa! Essa doença matou um pouco mais que uma gripe comum! E estao fazendo um pampeiro! Vc que teme pelo seu emprego, saia e brigue por ele! Nao fique esperando esse debil do Doria acabar com sua vida nao!!",0
4,8376363223,zenildogome,False,https://scontent-gru2-2.cdninstagram.com/v/t51.2885-19/s150x150/37766075_2074248382839350_6652338535397326848_n.jpg?_nc_ht=scontent-gru2-2.cdninstagram.com&_nc_ohc=CVd5GsFE86gAX9YS9mW&tp=1&oh=828a7d714b10b5045cb40e63df28c147&oe=600A8AEE,@jonasgaszonasul,0
5,11770065389,lucianaflavia478,False,https://scontent-gru2-2.cdninstagram.com/v/t51.2885-19/s150x150/66514491_464540011063957_5496622987060707328_n.jpg?_nc_ht=scontent-gru2-2.cdninstagram.com&_nc_ohc=kL8f1Hr-9UYAX-_kYiI&tp=1&oh=42ce1997bd7abf73ac7150ab33c6d3d8&oe=6007AEB9,Não acredito nada que venha desse governo.,0
6,5451207203,dragdaalves,False,https://scontent-gru2-2.cdninstagram.com/v/t51.2885-19/s150x150/18443483_101120880462924_66033485793460224_a.jpg?_nc_ht=scontent-gru2-2.cdninstagram.com&_nc_ohc=34rBT9R8JZYAX97QAWY&tp=1&oh=9e1a0afd54ebfb056b000a60b1445d35&oe=600A9BE0,Parabéns presidente!,0
7,1632309260,pedrozooboo,False,https://scontent-gru2-2.cdninstagram.com/v/t51.2885-19/s150x150/91569808_819716841849894_3857352369540956160_n.jpg?_nc_ht=scontent-gru2-2.cdninstagram.com&_nc_ohc=biOWslGbaEQAX-aLIuD&tp=1&oh=8fd37957abd84b1b5a31d6ae0495b65f&oe=600ACE3D,💎👏👏👏❤️,0
8,6051684945,eudeziaa,False,https://scontent-gru2-2.cdninstagram.com/v/t51.2885-19/s150x150/21688705_1955377848052367_7330248137514156032_n.jpg?_nc_ht=scontent-gru2-2.cdninstagram.com&_nc_ohc=KN9f-MTstdEAX-SpkrB&tp=1&oh=85b2b03d65efb7da1ab3889236786df2&oe=6009F90C,Verdade.Vi também um homem e menino dizendo que ia saquear o extra,0
9,6856517699,cesar.augusto.da.silva.__barro,False,https://scontent-gru2-2.cdninstagram.com/v/t51.2885-19/s150x150/101478029_680346205872777_627969865587621888_n.jpg?_nc_ht=scontent-gru2-2.cdninstagram.com&_nc_ohc=lg20YhZI0YIAX_xaX5o&tp=1&oh=52eb008e76916df7b145852c7b70add2&oe=6009269E,AAPOIADO. APROVADO. 👏🙌👍😍,0
